relative_ri_error,object_error,background_error,mean_object_n,relative_index_bias,axial_span_um,true_axial_span_um,axial_span_error,intersection_over_union,method,source,ewald_residual,physical_ewald_residual,physical_scattered_field_error,converged,inner_converged,iterations,outer_iterations,stationarity,seconds
0.468067840974197,0.310792819396292,0.34999332445914,1.33559037514865,-0.294895459307841,8,5.9,0.35593220338983,0.791498933791023,direct,matched,0.0462336018795533,0.0955488214447443,0.0962826549099411,1,1,0,0,NaN,0.204893166666667
0.257569840882053,0.204482880110344,0.156617287276282,1.33565559166897,-0.0747067421598586,5.5,5.9,-0.0677966101694916,0.975550176404512,gp,matched,0.0023294924439454,0.061841351586222,0.0621564754819586,0,0,40,1,NaN,50.31531625
