axial_span_censored,axial_span_error,axial_span_um,background_error,converged,ewald_residual,inner_converged,intersection_over_union,iterations,mean_object_n,method,object_error,outer_iterations,physical_ewald_residual,physical_scattered_field_error,relative_index_bias,relative_ri_error,seconds,source,stationarity,true_axial_span_um
0,-0.0338983050847458,5.7,0.129013379746718,1,0.00739494093820275,1,0.96985144882655,421,1.33566215498704,tv,0.14688877429261,2,0.00739494093820275,0.00746876125995671,-0.0525471945919783,0.195501315000324,461.198023125,exact,2.09260538833534e-05,5.9
