axial_span_censored,axial_span_error,axial_span_um,background_error,converged,ewald_residual,inner_converged,intersection_over_union,iterations,mean_object_n,method,object_error,outer_iterations,physical_ewald_residual,physical_scattered_field_error,relative_index_bias,relative_ri_error,seconds,source,stationarity,true_axial_span_um
0,0.0677966101694916,6.3,0.192989178301595,1,0.00841861214960586,1,0.974354187497627,864,1.33564808387172,tv,0.173237623169506,2,0.00841861214960586,0.00856354569987683,-0.100055108465079,0.259337804847161,1081.63713645833,exact,9.98613856232406e-05,5.9
