configuration,Nxy,Nz,dx_um,padding,window_um,illumination_NA,theta_deg,phi_deg,continuous_born_scalar,continuous_rytov_scalar,continuous_born_co,continuous_rytov_co,continuous_born_full,continuous_rytov_full,scalar_co,scalar_full,polarization_leakage,voxel_born_scalar,voxel_rytov_scalar,voxel_born_co,voxel_rytov_co,voxel_born_full,voxel_rytov_full,voxel_born_continuous_gap,voxel_rytov_continuous_gap,scalar_norm2,co_norm2,vector_norm2,max_abs_rytov_phase,voxel_volume_error,voxel_seconds
window_51,512,0,0.1,0,51.2,0,0,0,0.890470992014723,0.0989017407468697,0.890840186467239,0.0986889937277812,0.890946100584147,0.103174217581109,0.00726469786462999,0.0310971731402484,0.0302375031301249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5378.22776656432,5369.5979531137,5374.51190479606,2.39509676628818,NaN,NaN
window_51,512,0,0.1,0,51.2,0.05,2.14579781294776,0,0.890840029374832,0.0990369073075611,0.89123245619532,0.0988322943833406,0.891338146042694,0.103318683769658,0.00729775440868425,0.0311300906016427,0.0302634118758084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5383.48932181992,5374.73088068608,5379.65797007895,2.37261240883843,NaN,NaN
window_51,512,0,0.1,0,51.2,0.1,4.294612721817,0,0.892141255984016,0.0994049525883774,0.892516400414905,0.0992081789674134,0.89262094252385,0.103685486594194,0.00732061841364173,0.0311607027910638,0.0302893894259943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5398.43750914897,5389.72190361954,5394.67122915784,2.34517896416909,NaN,NaN
window_51,512,0,0.1,0,51.2,0.15,6.44950021830543,0,0.89425386320725,0.100002400960646,0.894638700966459,0.0998143408735533,0.894741306671939,0.104275991967995,0.00731746012493209,0.0311967809775323,0.0303272677393283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5423.7857696766,5414.97467810256,5419.95964896346,2.30347262603119,NaN,NaN
window_51,512,0,0.1,0,51.2,0.2,8.61359395458848,0,0.897280970780397,0.100834022069993,0.897661394401611,0.100656820748282,0.897761208275685,0.105096282943476,0.00729425586825553,0.0312400326612357,0.0303773364488814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5459.45491489857,5450.59758733996,5455.63194940972,2.22584167705715,NaN,NaN
window_51,512,0,0.1,0,51.2,0.25,10.7901483426374,0,0.901208153641913,0.101910852443608,0.901587472442665,0.101746113322428,0.901683631049914,0.106156763634247,0.0072552453558606,0.0312916745922763,0.0304397616190959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5506.18298287884,5497.25256378608,5502.35092708678,2.2561411610179,NaN,NaN
window_51,512,0,0.1,0,51.2,0.3,12.9825856588502,0,0.906079551190286,0.103267383394475,0.906457055611548,0.103114370820882,0.906548641417656,0.107488411144183,0.00720320301628202,0.0313515982415952,0.0305136836354389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5564.48854855433,5555.4441806001,5560.62159133728,2.32045854292876,NaN,NaN
window_51,512,0,0.1,0,51.2,0.35,15.1945496629494,0,0.911939303508034,0.104951761125246,0.912316362855052,0.104807370286249,0.912402395318099,0.10913535318989,0.00714146959109384,0.0314193782054038,0.0305977856534251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5635.12381191994,5625.95585959451,5631.22795309547,2.30485269140457,NaN,NaN
window_51,512,0,0.1,0,51.2,0.4,17.4299682548373,0,0.918850474494931,0.106959203810103,0.919224007737602,0.106827259458612,0.919303426364422,0.111099823876749,0.00707447552515086,0.0314937626899373,0.0306896728984919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5719.05040482707,5709.7563807285,5715.13921902208,2.34756205225372,NaN,NaN
window_51,512,0,0.1,0,51.2,0.45,19.6931284542689,0,0.926878170594135,0.109305009899877,0.927248156168637,0.109196784717796,0.927319829083366,0.113404809500175,0.00700760920772664,0.0315765285486175,0.0307898866879781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5817.54297913256,5808.08289890346,5813.59428582828,2.37202284012318,NaN,NaN
window_51,512,0,0.1,0,51.2,0.5,21.9887681072876,0,0.936108542604428,0.111986613258584,0.936475296256799,0.11191691663525,0.936537968898735,0.116050413087305,0.00693824177356391,0.0316598772420457,0.0308910110731797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5932.06558787702,5922.41793559095,5928.07482805799,2.42349345173257,NaN,NaN
window_51,512,0,0.1,0,51.2,0.05,2.14579781294776,45,0.890839908231632,0.0990361637438447,0.891227646961073,0.0988339636978332,0.89133331745166,0.103319268733899,0.00733258427130955,0.0311348809128044,0.0302599281168053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5383.49091883099,5374.75311238236,5379.679086817,2.36029778320739,NaN,NaN
window_51,512,0,0.1,0,51.2,0.1,4.294612721817,45,0.892141263004283,0.0994041856513133,0.892519717576789,0.0992049868351694,0.892624131519611,0.103677207574087,0.00731788848118878,0.031142491510768,0.0302713124543836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5398.43753167752,5389.71824980541,5394.66166073729,2.33779194935456,NaN,NaN
window_51,512,0,0.1,0,51.2,0.15,6.44950021830543,45,0.894253929850411,0.100003604246726,0.894637495316452,0.0998096837329859,0.894739821213441,0.104259576643999,0.00729095999684286,0.0311501693855464,0.0302857014602666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5423.78499773359,5414.99880563037,5419.97013075774,2.3015977936774,NaN,NaN
window_51,512,0,0.1,0,51.2,0.2,8.61359395458848,45,0.897281131924279,0.10083575011007,0.897662178321025,0.100648331832,0.89776150291344,0.105066887903314,0.00724834589126847,0.0311569675141526,0.0303029099406615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5459.45310890726,5450.62932346803,5455.63905323312,2.21835966778172,NaN,NaN
window_51,512,0,0.1,0,51.2,0.25,10.7901483426374,45,0.901208321493437,0.101909238284809,0.901588500732234,0.101731430490285,0.901683921743015,0.106109610338244,0.00719677628619214,0.0311645214405679,0.0303229522136179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5506.18066996353,5497.29573690366,5502.35505019881,2.24172576847589,NaN,NaN
window_51,512,0,0.1,0,51.2,0.3,12.9825856588502,45,0.906079502471147,0.103267745427879,0.906458585080432,0.10309795694431,0.90654916793991,0.107425808357389,0.00713292876022733,0.0311726780416637,0.0303464007415357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5564.48900664086,5555.51729691563,5560.63811100572,2.30527617358656,NaN,NaN
window_51,512,0,0.1,0,51.2,0.35,15.1945496629494,45,0.911939330084397,0.104951688161615,0.912317635909365,0.104789864258263,0.912402387981045,0.109055455172231,0.00705326274436509,0.0311770272865599,0.0303694649007904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5635.12290653271,5626.05596264731,5631.24968900374,2.30384393091428,NaN,NaN
window_51,512,0,0.1,0,51.2,0.4,17.4299682548373,45,0.918850343446733,0.106958997219589,0.919226410094972,0.106803877313878,0.919304307025559,0.110997151051938,0.00696908215999607,0.0311827011036841,0.0303946970870259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5719.051632481,5709.88066597634,5715.16054624196,2.33773277963681,NaN,NaN
window_51,512,0,0.1,0,51.2,0.45,19.6931284542689,45,0.926878369916628,0.109302248671653,0.927251906684729,0.109163007729295,0.927321851561556,0.11327288332882,0.00687481787291365,0.0311837865903334,0.0304172509211088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5817.53996933755,5808.24067524614,5813.61948921311,2.36245313537838,NaN,NaN
window_51,512,0,0.1,0,51.2,0.5,21.9887681072876,45,0.936108181403104,0.111979254278316,0.93647914293296,0.111865059950467,0.936539974938388,0.115881346373286,0.00676979262151927,0.0311780979506241,0.0304349495064475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5932.06913126117,5922.62499487397,5928.11612674643,2.41680404069407,NaN,NaN
window_51,512,0,0.1,0,51.2,0.05,2.14579781294776,90,0.890840029374833,0.0990369073075615,0.891222856585746,0.098835319096654,0.89132855328088,0.10332144653489,0.00732936082131851,0.0311370796089173,0.0302629706971185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5383.48932181992,5374.77074812774,5379.69773028215,2.37261240883844,NaN,NaN
window_51,512,0,0.1,0,51.2,0.1,4.294612721817,90,0.892141255984021,0.0994049525883779,0.892522971516598,0.0992030202573022,0.892627271421521,0.103670688753836,0.007305567465367,0.0311240007463027,0.0302552633693936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5398.43750914899,5389.71393647947,5394.65209830446,2.34517896416909,NaN,NaN
window_51,512,0,0.1,0,51.2,0.15,6.44950021830543,90,0.894253863207253,0.100002400960645,0.894636211129059,0.0998028465487338,0.894738253899276,0.104240929201921,0.00727051242291627,0.0311044345775237,0.0302435753421501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5423.78576967658,5415.02435534678,5419.98187102885,2.30347262603119,NaN,NaN
window_51,512,0,0.1,0,51.2,0.2,8.61359395458848,90,0.897280970780385,0.100834022069992,0.897662742441489,0.10063711779744,0.897761569208031,0.105034494232573,0.00721869371009839,0.0310762113487979,0.0302269578982798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5459.45491489858,5450.66431545809,5455.64897271086,2.22584167705715,NaN,NaN
window_51,512,0,0.1,0,51.2,0.25,10.7901483426374,90,0.901208153641911,0.101910852443608,0.90158939956235,0.101719335532512,0.90168408060157,0.106064804084457,0.0071526146704034,0.0310398564239418,0.0302052887159126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5506.18298287883,5497.34284193059,5502.36297487834,2.2561411610179,NaN,NaN
window_51,512,0,0.1,0,51.2,0.3,12.9825856588502,90,0.906079551190286,0.103267383394475,0.906460206411986,0.103081444296434,0.906549774455259,0.107362523242819,0.00706641164689415,0.0309918023723442,0.0301762010686711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5564.48854855433,5555.5904716831,5560.65402053304,2.32045854292875,NaN,NaN
window_51,512,0,0.1,0,51.2,0.35,15.1945496629494,90,0.911939303508043,0.104951761125247,0.912318940783146,0.10477121174103,0.912402414829601,0.108974516236117,0.0069655756027918,0.0309335605791142,0.0301398407757836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5635.12381191992,5626.15761833929,5631.27312316831,2.30485269140457,NaN,NaN
window_51,512,0,0.1,0,51.2,0.4,17.4299682548373,90,0.918850474494927,0.106959203810104,0.919228993425984,0.106781123677097,0.919305367018229,0.11089490970808,0.00685728371347968,0.0308671427479488,0.0300965239581929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5719.05040482707,5710.00307291241,5715.17988716556,2.34756205225372,NaN,NaN
window_51,512,0,0.1,0,51.2,0.45,19.6931284542689,90,0.926878170594132,0.109305009899876,0.927255304324952,0.109133389683836,0.927323539935773,0.113145873710526,0.00672879519734407,0.0307876333959416,0.0300440102845394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5817.54297913256,5808.40264130555,5813.65028945076,2.37202284012318,NaN,NaN
window_51,512,0,0.1,0,51.2,0.5,21.9887681072876,90,0.936108542604422,0.111986613258584,0.936483552985704,0.111826280902797,0.936542546974978,0.115724869454638,0.00657557116159735,0.0306848778684549,0.0299726948607911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5932.06558787702,5922.82607697915,5928.15170579379,2.42349345173257,NaN,NaN
window_51,512,0,0.1,0,51.2,0.05,2.14579781294776,135,0.890839908231632,0.0990361637934139,0.891227646961073,0.0988339637230434,0.891333317451661,0.103319268757991,0.00733258427130952,0.0311348809128045,0.0302599281168053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5383.49091883099,5374.75311238236,5379.679086817,2.36029778320739,NaN,NaN
window_51,512,0,0.1,0,51.2,0.1,4.294612721817,135,0.892141263004282,0.099404185726483,0.89251971757679,0.09920498699944,0.892624131519611,0.10367720773113,0.00731788848118876,0.031142491510768,0.0302713124543835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5398.43753167752,5389.71824980541,5394.6616607373,2.33779194935456,NaN,NaN
window_51,512,0,0.1,0,51.2,0.15,6.44950021830543,135,0.894253929850411,0.10000360384298,0.894637495316453,0.0998096834644386,0.89473982121344,0.104259576387149,0.00729095999684286,0.0311501693855464,0.0302857014602665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5423.78499773359,5414.99880563037,5419.97013075774,2.3015977936774,NaN,NaN
window_51,512,0,0.1,0,51.2,0.2,8.61359395458848,135,0.897281131924278,0.100835750290704,0.897662178321025,0.100648332023384,0.897761502913441,0.105066888086482,0.00724834589126848,0.0311569675141527,0.0303029099406615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5459.45310890726,5450.62932346803,5455.63905323311,2.21835966778172,NaN,NaN
window_51,512,0,0.1,0,51.2,0.25,10.7901483426374,135,0.901208321493437,0.101909238293005,0.901588500732233,0.101731430495721,0.901683921743015,0.10610961034345,0.00719677628619214,0.0311645214405678,0.0303229522136178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5506.18066996353,5497.29573690366,5502.35505019881,2.24172576847589,NaN,NaN
window_51,512,0,0.1,0,51.2,0.3,12.9825856588502,135,0.906079502471148,0.103267744798232,0.906458585080433,0.103097956304493,0.90654916793991,0.107425807743914,0.00713292876022736,0.0311726780416636,0.0303464007415357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5564.48900664086,5555.51729691563,5560.63811100572,2.30527617358656,NaN,NaN
