potential_scale,region,Q_rms_um_minus2,Q_median_um_minus2,Q_p90_um_minus2,Q_over_f_rms,transverse_fraction,min_abs_U,masked_fraction,equation_residual
0.1,interior_core,0.0195592483234921,0.0024243972927326,0.00528898138120097,0.0149719837594742,0.893290948009789,0.970740940530915,0,4.48675927631779e-06
0.1,interior_rim,0.0431702423235034,0.0279069246580332,0.0709827434564912,0.033045450227438,0.987280207456965,0.98151609677366,0,4.48675927631779e-06
0.1,exit_5_to_7,0.058782642020337,0.0498737591761172,0.106719503827649,NaN,1.01093284976779,0.925867585620886,0,4.48675927631779e-06
0.1,downstream_7_to_14,0.0525006378890776,0.0396437458342569,0.123993582806867,NaN,1.00441757098592,0.880104797009616,0,4.48675927631779e-06
1,interior_core,3.1478862733034,0.249424042636428,0.5615392843617,0.240960702482434,0.906335451222741,0.701509421759355,0,4.56685804554338e-07
1,interior_rim,3.74066399639419,2.63061454679653,6.03211090386368,0.286335955643027,0.990311315206522,0.778591311092775,0,4.56685804554338e-07
1,exit_5_to_7,28.1935914505448,5.34474458058808,15.8839385738081,NaN,1.08104461391043,0.0898660471272582,0.000416666666666621,4.56685804554338e-07
1,downstream_7_to_14,16.2061727920643,4.2916759559773,15.5053526238293,NaN,1.06302279244791,0.120630863817474,0,4.56685804554338e-07
