padding,dx,nx,nz,continuous_to_physical,voxel_to_continuous,voxel_to_physical,seconds
2,0.1,128,80,0.00569584571081219,0.0633028310135805,0.0622913320126463,3.133667
3,0.1,128,80,0.00569584571081219,0.0313989359768798,0.0306348816550858,2.621373625
4,0.1,128,80,0.00569584571081219,0.0168915579893669,0.0167461178080303,2.46459475
6,0.1,128,80,0.00569584571081219,0.00952971520301108,0.0101639504620622,3.15333783333333
8,0.1,128,80,0.00569584571081219,0.0063142512938316,0.00792881820143956,3.55340541666667
3,0.08,160,100,0.00569584571081219,0.0304992888786486,0.0296966276752328,2.83312754166667
6,0.08,160,100,0.00569584571081219,0.0081834371227504,0.00886374261313106,2.71804104166667
